business_id,explain_1,explain_2,explain_3,explain_4,explain_5
9iFqDUOMifeoJ2v4z6U_Wg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),
9iP-mvRp835QYWu68pTRkg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9ik4zu2353HJu9QMrVzOiQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9jnGGPtzKMwIPTnv7HkiNg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9kjcWWo0pZ5qr1ZpAXBFnQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9lRGG25YSg1-HNR7StNC1A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9lTtm4UUHDrDtv_BmXI8uA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9mNXWpQJh0ydVgJKRhmwRg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.6★),
9nBqiimE6bGE1TSxlnDJ-A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (4.5★),
9nJLpVhr5EGMU9sdwMauUA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9ng2rcAA3Lb6m_t4IY0QcA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9oJinxECxlSutUM0kBOixw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
9pbEWyLUfPWqmeOklf2v4A,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9pc7HKeHRkBIcrjqcP_OeQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9pr6rI87hZTCIAnFGNnvzQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9qFdMKd4LLrLt8AnQq1BnA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9qxMhGWjGsuPUoQB3Y74Wg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9r8jxa_KCn9UYEr9eqSDuw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9rVSinEDIjuOLE0rNDh4qA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★)
9sOHuGGwb8uRVu7pANSWfg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9sdu-m075T6qdB46wXP46w,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
9shXDmiEvRLgD93R6KlPNA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9t2qXG35tHfXVSXSQ37EXg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9tIP3Ey8swBpTlsHOQbvJw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9tWLiz52KN-S7CFZvBhslA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9tajhM5W0OPgPUppo_zhmw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),,
9tt8wDtWkXhRd6pYM2iOfA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9u4_k8-XC4RFETCeiQdO8w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9uRj85PviKNiMCYPwiJyIw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9ubQAHmhBHJ9GhDUzhAIjA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,,
9v19T4fTmMl5MPXmdUqWAA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.7★),,
9vR01HFj18HzlASzaYOfxA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9veZaK_zyKQw0QgOdQDxGA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9w6o_eyKCSNKgMtAuv6KWg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9wFFQUCn1j35CYea_dqhsg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9wicN8U1jTdXG49anAV9JQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9wy3c6seUtIQ3dGXShmy0A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",Excellent customer ratings (5.0★),,
9xCprW96TZFLajnnN-w8Pg,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
9xb4prqdGMyLb55r6nUTJQ,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (5.0★),
9xv_hrKXFRMndvtqSnD2fw,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
9y9O9Skpg6Kqn2jb57dXZg,Many people come back repeatedly (14% return rate),Loyalty is broad across many users (not dominated by super-users),Highly rated AND consistently chosen by regulars,"Popular year-round, not just seasonal",
9y_0_oMDt9R5n2lDcWQv3A,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.5★),
9ycb4phY8qbaLcloDhmbNg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.6★),
9ygXHUaa7_cW2ou98VHaeg,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
9yhny3ODCDOAmMrNIOGJtg,Many people come back repeatedly (20% return rate),Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Not the highest rated, but consistently chosen by regulars","Popular year-round, not just seasonal"
9ziM5f6VHOnMy8Izv8xmVw,Many people come back repeatedly (11% return rate),Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),
A-8K66Kx7fMXkayG_3zdJQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A0F-h3xJm_6gHDKcDQwSrQ,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A0WpO3Wvr-3XqkKco77DxA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
A0uUOrjRVEmKmn-jt0KUAA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,,
A1lAqN3SOaBLoo6NqVcy4Q,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
A2Jizi4-CZufW1ozFB-oWA,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★)
A2WOHcAk-BkMyf9Qgv8A8A,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A2slwG21Uulatt357w58PA,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A3Qt87F7ZaAwCW4CyyB1Fw,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A4HxaMk6EZlieG7jr6FB3w,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
A5ZgUhlg3XEbm46SDiZwhg,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),Excellent customer ratings (4.9★),
A5b9nVDi1DPVvPOD24-p6w,Loyalty is broad across many users (not dominated by super-users),No single user dominates visits (healthy diverse patronage),,,
A6bawVXV5sa11LzXaI5asw,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",No single user dominates visits (healthy diverse patronage),,
A7Na8qz6895I__Y19CXhMA,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,,
A8ZtAwFgsW1MNkWvArF7MQ,Visit activity is steady over time,Loyalty is broad across many users (not dominated by super-users),"Popular year-round, not just seasonal",,
